benchmark_id,framework,sf,instance,memory_usage
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3447265625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.34673309326171875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3450927734375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3451652526855469
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3440437316894531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.34500885009765625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3453216552734375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3457298278808594
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3444366455078125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3458137512207031
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3457527160644531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.34668731689453125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3447990417480469
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3449134826660156
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.34493255615234375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.345733642578125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3458824157714844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3446693420410156
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.336395263671875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3313751220703125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3280906677246094
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.3256721496582031
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.31745147705078125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.30812835693359375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.306976318359375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.30681610107421875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2899627685546875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2832794189453125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.282318115234375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2663383483886719
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.24860763549804688
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.24623489379882812
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.24472808837890625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.242218017578125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.23944091796875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2387542724609375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.23630905151367188
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.23465347290039062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.232208251953125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.23045730590820312
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.23046112060546875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2286834716796875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.22713851928710938
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.22368240356445312
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.22228622436523438
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.21990585327148438
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.22104263305664062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2173919677734375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.21677398681640625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.21555709838867188
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.21535110473632812
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.21320343017578125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.21363449096679688
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20949172973632812
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20723724365234375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20415878295898438
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20550155639648438
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20534896850585938
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20459365844726562
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20592498779296875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20407485961914062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2056427001953125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20441818237304688
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20457077026367188
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20511245727539062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20623397827148438
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20475006103515625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20575714111328125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2060394287109375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20647811889648438
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2052459716796875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20522689819335938
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20545578002929688
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20719146728515625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2058868408203125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20581436157226562
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20511627197265625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20540237426757812
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20537567138671875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20317459106445312
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2030792236328125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20189666748046875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.2027435302734375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20186614990234375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20230484008789062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20206069946289062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,SOURCE,0.20195770263671875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.1214447021484375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.14236831665039062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.1699066162109375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.18343734741210938
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.19481658935546875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.20306015014648438
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.21878433227539062
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.22976303100585938
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.24304962158203125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.25293731689453125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.26312255859375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.27483367919921875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.2848968505859375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.2949485778808594
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.30511474609375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3131523132324219
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3197135925292969
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.32834625244140625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3333892822265625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.33956146240234375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3381538391113281
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3380622863769531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.33567047119140625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3418159484863281
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3398399353027344
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.32164764404296875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.32442474365234375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3297309875488281
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.33367156982421875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3368568420410156
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3401641845703125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3356513977050781
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.33719635009765625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.32123565673828125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.323272705078125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3263740539550781
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3038825988769531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.2869987487792969
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.2909889221191406
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.2946929931640625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.29701995849609375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3000450134277344
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3003730773925781
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.30242156982421875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.29621124267578125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3007926940917969
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.30071258544921875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.30260467529296875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.311553955078125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3082847595214844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.304107666015625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3121070861816406
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3123283386230469
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.31101226806640625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.30810546875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3119697570800781
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3132743835449219
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.320159912109375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3256568908691406
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.32532501220703125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3126487731933594
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3117713928222656
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3154182434082031
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3261070251464844
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.33805084228515625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.34222412109375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3426170349121094
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3432807922363281
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3464469909667969
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3455619812011719
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3474845886230469
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3487739562988281
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3507843017578125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.34798431396484375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3460807800292969
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.346160888671875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.350921630859375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3529510498046875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3538398742675781
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.34963226318359375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.35250091552734375
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.35684967041015625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3577308654785156
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3606452941894531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.36205291748046875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.36235809326171875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.67626953125
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.5536384582519531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.4267997741699219
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.4121246337890625
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.4087409973144531
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.4255790710449219
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3594207763671875
MjAyMzExMDcyMDEwNTY=,Airbyte,50,TARGET,0.3705101013183594
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5432701110839844
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,5.324253082275391
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,7.266410827636719
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.52505874633789
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.514053344726562
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.53615951538086
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,7.122394561767578
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.043907165527344
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.284515380859375
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.384288787841797
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.472724914550781
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.522708892822266
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,7.584098815917969
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,8.639289855957031
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,9.95682144165039
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,10.611312866210938
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,11.578216552734375
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.140716552734375
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.995319366455078
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.987201690673828
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.054222106933594
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.053756713867188
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.053936004638672
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.049911499023438
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.050098419189453
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.066886901855469
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.071063995361328
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.06966781616211
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.065914154052734
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.067005157470703
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.063549041748047
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.07485580444336
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.924015045166016
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.989635467529297
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,15.085895538330078
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,15.10470962524414
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,15.3248291015625
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,15.54427719116211
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,15.598499298095703
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,15.962459564208984
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,16.025501251220703
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,16.565296173095703
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,16.741458892822266
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,16.737743377685547
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,16.751663208007812
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,16.766921997070312
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,16.96384048461914
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,16.961429595947266
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,17.97714614868164
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,17.975704193115234
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,17.98824691772461
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.128772735595703
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.273826599121094
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.260112762451172
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.236557006835938
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.57250213623047
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.567798614501953
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.570697784423828
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.566635131835938
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.62261962890625
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.623153686523438
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.61164093017578
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.607418060302734
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.606273651123047
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.603721618652344
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.601356506347656
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.59676742553711
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.594036102294922
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.62310791015625
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.623287200927734
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.626399993896484
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.62169647216797
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.62453842163086
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.620067596435547
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.62049102783203
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.621295928955078
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.637229919433594
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.634967803955078
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,19.62950897216797
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,9.130096435546875
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,9.490928649902344
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,9.826332092285156
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,10.221214294433594
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,10.792739868164062
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,11.647415161132812
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,11.737682342529297
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,12.810874938964844
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,12.810348510742188
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,12.812065124511719
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.194095611572266
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.195907592773438
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.226654052734375
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.238311767578125
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.237319946289062
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.234554290771484
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.280475616455078
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.280643463134766
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.432132720947266
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.433303833007812
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,13.777687072753906
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.062076568603516
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.709030151367188
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,14.705413818359375
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,15.658554077148438
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,15.675392150878906
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,17.015872955322266
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,5.842952728271484
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,5.930484771728516
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,5.832408905029297
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.53857421875
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.561443328857422
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5585403442382812
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.557819366455078
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5458946228027344
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5439682006835938
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5438194274902344
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5454063415527344
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5441932678222656
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5436058044433594
MjAyMzExMDcyMTUwMDg=,Airbyte,60,AIRBYTE,3.5443077087402344
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2897491455078125
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2950019836425781
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.28566741943359375
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2857627868652344
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.28430938720703125
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.28670501708984375
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2854652404785156
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.28618621826171875
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2872123718261719
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2876434326171875
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.286651611328125
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2863655090332031
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.286376953125
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2865257263183594
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2865028381347656
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2860603332519531
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2865791320800781
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2878761291503906
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.28615570068359375
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2862205505371094
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2870368957519531
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.2862205505371094
MjAyMzExMDcyMTUwMDg=,Airbyte,60,SOURCE,0.28672027587890625
